STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST001146,European,1776
GCST001144,European,856
GCST001144,European,2836
GCST001145,African American,83
GCST001145,African,176
GCST001142,European,2402
GCST001142,European,1612
GCST001143,European,653
GCST001143,European,784
GCST001141,European,2023
GCST001140,Han Chinese,2331
GCST001140,Han Chinese,3077
GCST001139,Japanese,212
GCST001139,Japanese,765
GCST001136,Japanese,80
GCST001136,Japanese,194
GCST001137,European,19509
GCST001138,European,122
GCST001138,European,129
GCST001135,European,1190
GCST001135,European,401
GCST001132,European,1283
GCST001132,European,20000
GCST001133,African American,16388
GCST001134,Japanese,8794
GCST001131,European,763
GCST001131,European,1058
GCST001130,European,164
GCST001130,European,163
GCST001128,European,29069
GCST001128,Indian Asian,7557
GCST001129,European,156
GCST001129,European,2150
GCST001127,European,87
GCST001124,European,2045
GCST001124,European,6013
GCST001123,Pima Indian,1120
GCST001125,African American,1715
GCST001126,European,3426
GCST001126,European,29624
GCST001122,European,1591
GCST001120,European,1979
GCST001121,European,1283
GCST001121,European,1416
GCST001118,Japanese,372
GCST001118,Japanese,372
GCST001119,Jewish Isreali,155
GCST001119,Jewish Isreali,176
GCST001117,European,112
GCST001117,European,165
GCST001116,European,1069
GCST001116,European,2958
GCST001115,European,1162
GCST001114,European,1162
GCST001107,African American,952
GCST001107,African American,988
GCST001112,European,3440
GCST001111,European,1113
GCST001108,European,1907
GCST001108,European,1164
GCST001109,European,9361
GCST001110,Chinese,98
GCST001110,Chinese,60
GCST001113,European,3397
GCST001106,Han Chinese,1012
GCST001106,Han Chinese,1362
GCST001105,European,5122
GCST001105,European,18108
GCST001102,European,88
GCST001102,European,517
GCST001099,European,88
GCST001099,European,517
GCST001101,Chinese,2008
GCST001101,Malay,2281
GCST001104,European,88
GCST001104,European,517
GCST001100,European,2594
GCST001100,European,4134
GCST001098,European,36
GCST001098,European,703
GCST001103,European,5181
GCST001096,European,1470
GCST001097,European,9538
GCST001095,European,356
GCST001094,Japanese,303
GCST001093,Filipino,1709
GCST001092,Mexican American,837
GCST001092,Mexican American,436
GCST001090,Japanese,120
GCST001091,European,6307
GCST001089,Han Chinese,2031
GCST001089,Han Chinese,2044
GCST001088,Han Chinese,419
GCST001088,Han Chinese,669
GCST001087,European,319
GCST001087,European,769
GCST001086,European,741
GCST001086,European,2699
GCST001085,European,2000
GCST001085,European,3000
GCST001084,European,2000
GCST001084,European,3000
GCST001082,European,272
GCST001082,Asian,259
GCST001082,African,19
GCST001081,European,410
GCST001081,European,553
GCST001079,European,2078
GCST001079,European,2953
GCST001078,African American,3425
GCST001078,African American,3290
GCST001077,European,2317
GCST001075,Chinese,515
GCST001075,Chinese,486
GCST001076,European,984
GCST001076,African American,201
GCST001076,Hispanic,99
GCST001072,East Asian,19608
GCST001070,Hispanic,1804
GCST001070,Hispanic,780
GCST001071,Japanese,190
GCST001071,Japanese,1557
GCST001073,European,862
GCST001074,East Asian,19608
GCST001069,European,3620
GCST001068,European,3554
GCST001067,European,349
GCST001067,European,919
GCST001066,African American,610
GCST001064,European,381
GCST001064,European,392
GCST001063,Korean,201
GCST001063,Korean,497
GCST001061,African,115
GCST001059,African,115
GCST001062,European,590
GCST001062,European,3956
GCST001060,European,755
GCST001058,European,4147
GCST001058,European,7435
GCST001057,European,520
GCST001057,European,540
GCST001056,European,353
GCST001056,European,366
GCST001052,European,2062
GCST001052,European,6692
GCST001054,European,2062
GCST001054,European,6692
GCST001053,European,2062
GCST001053,European,6692
GCST001055,European,2062
GCST001055,European,6692
GCST001048,European,1654
GCST001050,European,900
GCST001050,European,1055
GCST001049,European,21052
GCST001051,European,379
GCST001051,European,791
GCST001047,European,22435
GCST001042,Japanese,1247
GCST001042,Japanese,1486
GCST001044,Han Chinese,102
GCST001044,Han Chinese,335
GCST001045,European,734
GCST001046,Chinese,5429
GCST001046,Malay,2431
GCST001046,Asian Indian,2531
GCST001043,European,178
GCST001043,European,184
GCST001041,Japanese,721
GCST001041,Japanese,2890
GCST001040,European,1265
GCST001040,European,5190
GCST001039,European,179
GCST001039,European,1917
GCST001038,European,14846
GCST001037,Mexican American,857
GCST001036,European,201
GCST001036,European,532
GCST001035,European,327
GCST001034,European,9136
GCST001030,European,890
GCST001032,European,47431
GCST001033,Chinese,2010
GCST001033,Chinese,1945
GCST001033,Malay,794
GCST001033,Malay,1240
GCST001033,Asian Indian,977
GCST001033,Asian Indian,1169
GCST001031,Japanese,74
GCST001031,Japanese,934
GCST001029,European,26316
GCST001028,European,202
GCST001028,European,100
GCST001025,European,6688
GCST001025,European,13685
GCST001026,European,8309
GCST001026,European,7366
GCST001027,Japanese,1607
GCST001027,Japanese,1428
GCST001022,Korean,801
GCST001022,Korean,757
GCST001023,European,1179
GCST001023,European,1108
GCST001021,European,336
GCST001021,European,343
GCST001020,European,336
GCST001020,European,343
GCST001019,European,2116
GCST001019,European,7318
GCST001019,Dutch,330
GCST001019,Dutch,1216
GCST001018,Japanese,195
GCST001018,Japanese,1546
GCST001017,European,973
GCST001017,European,1856
GCST001016,European,6
GCST001016,European,55
GCST001015,European,1201
GCST001015,European,1497
GCST001014,European,65
GCST001014,European,3987
GCST001013,European,403
GCST001013,European,1670
GCST001012,European,302
GCST001012,European,321
GCST001011,European,2091
GCST001011,European,8334
GCST001010,European,1840
GCST001010,European,5163
GCST001009,Han Chinese,1194
GCST001009,Han Chinese,902
GCST001008,Amish,880
GCST001008,European,6296
GCST001007,European,22161
GCST001004,European,22161
GCST001005,European,22161
GCST001006,European,22161
GCST001003,European,22161
GCST000999,European,8424
GCST000999,European,7268
GCST000999,South Asian,6996
GCST000999,South Asian,7794
GCST001001,European,792
GCST001001,European,37592
GCST001000,Han Chinese,230
GCST001000,Han Chinese,230
GCST001002,European,168
GCST001002,European,636
GCST000998,European,22233
GCST000998,European,64762
GCST000997,African American,7473
GCST000996,European,811
GCST000996,European,906
GCST000996,European,4813
GCST000995,European,1951
GCST000994,Japanese,733
GCST000994,Japanese,729
GCST000992,European,5840
GCST000992,Sorbian,771
GCST000993,Korean,84
GCST000993,Korean,200
GCST000988,European,31580
GCST000989,European,1191
GCST000989,European,999
GCST000990,European,191
GCST000991,Korean,42
GCST000986,European,1831
GCST000986,European,1764
GCST000987,European,4533
GCST000987,European,5539
GCST000987,European,27981
GCST000985,European,682
GCST000985,European,1300
GCST000984,European,556
GCST000984,European,2338
GCST000981,European,1339
GCST000980,European,1848
GCST000980,European,1991
GCST000982,African American,440
GCST000979,European,135
GCST000979,European,134
GCST000977,European,2357
GCST000977,African American,812
GCST000978,European,1711
GCST000972,African American,260
GCST000972,African American,5053
GCST000973,African American,4069
GCST000973,African American,3848
GCST000974,African American,7813
GCST000975,African American,7565
GCST000976,African American,1264
GCST000976,African American,5678
GCST000971,African American,6247
GCST000970,Indian,2132
GCST000970,Malay,2313
GCST000969,European,2836
GCST000969,European,2744
GCST000967,European,90
GCST000966,Han Chinese,174
GCST000966,Han Chinese,575
GCST000966,Han Chinese,100
GCST000968,East Asian,90
GCST000965,European,63678
GCST000965,Rucphen,1792
GCST000965,Orcadian,715
GCST000964,European,6687
GCST000964,European,19718
GCST000962,Han Chinese,250
GCST000962,Han Chinese,446
GCST000963,African American,1017
GCST000961,European,1868
GCST000961,European,2938
GCST000959,European,5333
GCST000959,European,12019
GCST000960,Old Order Amish,851
GCST000958,European,4877
GCST000957,European,1325
GCST000956,European,2524
GCST000956,African,1103
GCST000955,European,3230
GCST000955,European,768
GCST000955,European,6251
GCST000954,Korean,1721
GCST000953,European,26
GCST000953,European,196
GCST000952,European,2839
GCST000952,European,3507
GCST000951,Sardinian,80
GCST000951,Sardinian,94
GCST000950,European,772
GCST000950,European,2024
GCST000947,European,600
GCST000948,Japanese,1583
GCST000948,Japanese,1898
GCST000945,European,1808
GCST000945,European,915
GCST000946,European,4572
GCST000946,European,2739
GCST000944,East Asian,2101
GCST000944,Japanese,282
GCST000943,African American,1086
GCST000941,Korean,160
GCST000941,Korean,160
GCST000942,European,72
GCST000942,European,4251
GCST000939,Korean,186
GCST000939,Korean,600
GCST000937,European,10280
GCST000936,Black,1258
GCST000935,European,5633
GCST000934,European,850
GCST000934,European,348
GCST000934,European,510
GCST000933,Japanese,10112
GCST000932,European,3304
GCST000927,European,1024
GCST000928,European,2314
GCST000929,European,9091
GCST000931,European,2314
GCST000930,European,9091
GCST000925,European,2559
GCST000926,European,470
GCST000924,European,60
GCST000924,African American,56
GCST000924,Han Chinese American,60
GCST000923,European,3177
GCST000923,European,4894
GCST006329,European,17375
GCST006328,European,17375
GCST006327,European,17375
GCST006326,European,17375
GCST000922,European,17375
GCST000921,European,576
GCST000921,Black,12
GCST000919,European,7538
GCST000920,Japanese,134
GCST000920,Japanese,137
GCST000918,Sub Saharan African,531
GCST000918,Sub Saharan African,848
GCST000917,European,1147
GCST000917,European,774
GCST000917,European,1079
GCST000914,Han Chinese,744
GCST000914,Han Chinese,895
GCST000915,European,715
GCST000915,European,2962
GCST000916,European,3194
GCST000916,European,7060
GCST000912,Japanese,53
GCST000912,Japanese,881
GCST000911,European,518
GCST000909,African American,965
GCST000909,African American,1029
GCST000910,European,986
GCST000910,European,1846
GCST000908,European,239
GCST000908,European,107
GCST000907,European,3772
GCST000907,European,8505
GCST000905,European,4039
GCST000906,European,407
GCST000906,European,296
GCST000901,European,1627
GCST000901,European,3254
GCST000902,Korean,180
GCST000902,Korean,271
GCST000900,European,96
GCST000900,European,176
GCST000900,European,102
GCST000896,Han Chinese,245
GCST000897,European,424
GCST000897,European,236
GCST000897,European,279
GCST000895,European,434
GCST000895,European,245
GCST000895,European,284
GCST000892,European,424
GCST000892,European,236
GCST000892,European,279
GCST000893,European,424
GCST000893,European,236
GCST000893,European,279
GCST000898,European,424
GCST000898,European,236
GCST000898,European,279
GCST000889,European,424
GCST000889,European,236
GCST000889,European,279
GCST000890,European,424
GCST000890,European,236
GCST000890,European,279
GCST000891,European,434
GCST000891,European,245
GCST000891,European,284
GCST000899,European,424
GCST000899,European,236
GCST000899,European,279
GCST000894,European,424
GCST000894,European,236
GCST000894,European,279
GCST000888,European,436
GCST000888,European,494
GCST000887,Japanese,194
GCST000887,Japanese,1539
GCST000886,Isreali Arab,124
GCST000886,Isreali Arab,142
GCST000882,European,673
GCST000881,European,1000
GCST000879,European,6333
GCST000879,European,15056
GCST000880,European,86142
GCST000880,Old Order Amish,557
GCST000880,Rucphen,1103
GCST000878,Singaporean Chinese,65
GCST000878,Singaporean Chinese,238
GCST000878,Singaporean Chinese,222
GCST000878,Singaporean Chinese,455
GCST000877,European,1934
GCST000876,European,3329
GCST000876,Sorbian,882
GCST000875,European,1157
GCST000875,European,1748
GCST000874,European,1039
GCST000874,European,1984
GCST000873,European,1033
GCST000873,European,3733
GCST000872,European,39717
GCST000872,Orcadian,690
GCST000871,East Asian,105
GCST000870,European,1083
GCST000870,European,2770
GCST000869,European,2371
GCST000869,European,35909
GCST000867,European,617
GCST000867,European,4583
GCST000865,European,566
GCST000864,Caribbean Hispanic,549
GCST000864,Caribbean Hispanic,544
GCST000866,Amish,841
GCST000862,European,506
GCST000862,European,523
GCST000862,European,505
GCST000861,African American or European,708
GCST000861,African American or European,2346
GCST000860,Japanese,72
GCST000860,Japanese,45
GCST000863,European,516
GCST000863,European,1196
GCST000863,African American,341
GCST000863,African American,892
GCST000863,Hispanic,117
GCST000863,Hispanic,560
GCST000859,Korean,80
GCST000859,Korean,100
GCST000858,Chinese,612
GCST000858,Chinese,1160
GCST000855,European,1705
GCST000855,European,5175
GCST000856,European,2431
GCST000856,European,3673
GCST000857,European,431
GCST000857,European,340
GCST000857,African American,209
GCST000857,African American,84
GCST000854,European,3117
GCST000854,European,1273
GCST000853,European,324
GCST000853,European,537
GCST000853,European,2601
GCST000852,European,2334
GCST000851,European,589
GCST000851,European,5199
GCST000850,European,2950
GCST000847,European,15358
GCST000845,European,4389
GCST000848,European,6041
GCST000846,European,899
GCST000846,European,804
GCST000844,European,196
GCST000844,European,368
GCST000843,European,3334
GCST000843,European,4628
GCST000842,European,3532
GCST000842,European,5120
GCST000841,European,37
GCST000841,European,36
GCST000837,Filipino,1780
GCST000839,Filipino,1792
GCST000840,Filipino,1780
GCST000838,Filipino,1779
GCST000835,European,572
GCST000835,European,888
GCST000836,European,472
GCST000836,European,1146
GCST000833,European,2178
GCST000833,European,5175
GCST000832,Japanese,60
GCST000832,Japanese,300
GCST000831,European,88
GCST000831,African American,40
GCST000831,European,129
GCST000831,African American,62
GCST000829,European,77167
GCST000830,European,123865
GCST000826,European,172
GCST000826,European,109
GCST000826,European,109
GCST000827,European,172
GCST000827,European,109
GCST000827,European,109
GCST000828,Korean,4001
GCST000825,European,172
GCST000825,European,109
GCST000825,European,109
GCST000824,African American,27
GCST000824,African American,52
GCST000823,African American,93
GCST000823,European,89
GCST000823,Han Chinese,95
GCST000820,European,4857
GCST000820,European,8987
GCST000819,European,28
GCST000819,European,19
GCST000819,African American,11
GCST000819,African American,4
GCST000819,Hispanic,18
GCST000819,Hispanic,14
GCST000821,European,651
GCST000821,European,1171
GCST000821,European,2412
GCST000818,European,28283
GCST000817,European,133653
GCST000816,European,706
GCST000814,European,3012
GCST000815,Korean,621
GCST000815,Korean,1541
GCST000812,Filipino,1776
GCST000810,Japanese,1004
GCST000810,Japanese,1900
GCST000811,European,2702
GCST000811,European,5726
GCST000809,European,17723
GCST000806,European,684
GCST000806,European,188
GCST000805,European,17723
GCST000807,European,17723
GCST000803,European,46368
GCST000800,European,1768
GCST000800,European,2353
GCST000801,European,1193
GCST000801,European,1190
GCST000802,European,1768
GCST000802,European,2354
GCST000799,Japanese,936
GCST000796,Chinese,1019
GCST000796,Chinese,1710
GCST000798,European,1782
GCST000797,Japanese,696
GCST000797,Japanese,825
GCST000795,European,5328
GCST000794,European,4270
GCST000793,European,1263
GCST000793,European,34887
GCST000792,Japanese,807
GCST000792,Japanese,701
GCST000791,European,2014
GCST000790,European,130
GCST000790,European,260
GCST004704,European,525
GCST000789,European,525
GCST000788,Japanese,560
GCST000788,Japanese,548
GCST000787,Japanese,4470
GCST000787,Japanese,3071
GCST000786,Mexican American,103
GCST000786,Mexican American,183
GCST000784,European,160
GCST000784,European,80
GCST000782,European,2731
GCST000782,European,10747
GCST000780,European,8048
GCST000781,European,405
GCST000781,European,497
GCST000779,Sardinian,3972
GCST000779,European,839
GCST000778,European,369
GCST000776,Han Chinese,1077
GCST000776,Han Chinese,1733
GCST000777,Chinese,1625
GCST000777,Chinese,1898
GCST000777,Chinese,2100
GCST000775,European,1445
GCST000774,European,402
GCST000774,European,1021
GCST000774,European,493
GCST000774,European,1210
GCST000774,European,1060
GCST000772,European,2000
GCST000772,European,1986
GCST000771,European,562
GCST000771,European,702
GCST000773,Japanese,178
GCST000773,Japanese,906
GCST000770,European,2383
GCST000769,European,20611
GCST000766,European,236
GCST000767,European,236
GCST000765,European,236
GCST000768,European,359
GCST000768,European,846
GCST000764,Sub Saharan African,2237
GCST000764,Sub Saharan African,3122
GCST000762,European,475
GCST000762,European,4703
GCST000763,European,430
GCST000763,European,1090
GCST000758,European,96598
GCST000757,European,896
GCST000757,European,2455
GCST000755,European,99900
GCST000761,East Asian,584
GCST000761,East Asian,585
GCST000759,European,95454
GCST000760,European,100184
GCST000756,European,15366
GCST000753,Indian Asian,2554
GCST000754,European,5117
GCST000749,Japanese,8
GCST000751,European,2064
GCST000751,European,896
GCST000751,European,2455
GCST000752,Chinese,348
GCST000752,Chinese,359
GCST000747,European,6706
GCST000750,Japanese,1583
GCST000750,Japanese,3386
GCST000746,European,1457
GCST000743,European,597
GCST000743,European,1295
GCST000742,European,1689
GCST000742,European,37076
GCST000745,Japanese,991
GCST000745,Japanese,5209
GCST000744,Vietnamese Korean,518
GCST000741,African American,56
GCST000741,European,61
GCST000741,African American,1759
GCST000741,European,1531
GCST000740,European,1230
GCST000740,African American Asian or Latino,155
GCST000738,European,116
GCST000738,European,3351
GCST000737,European,463
GCST000737,European,1197
GCST000736,European,8918
GCST000736,Indian Asian,3947
GCST000734,European,681
GCST000734,European,750
GCST000733,European,453
GCST000733,European,945
GCST000732,European,1810
GCST000731,European,38991
GCST000730,Korean,8841
GCST000729,Japanese,453
GCST000726,Turkish,1215
GCST000726,Turkish,1278
GCST000725,European,515
GCST000725,European,457
GCST000728,Japanese,611
GCST000728,Japanese,737
GCST000727,European,1292
GCST000727,European,30503
GCST000724,European,2235
GCST004569,European,2235
GCST000723,Japanese,288
GCST000723,Japanese,194
GCST000722,European,371
GCST000722,European,1263
GCST000721,Japanese,1423
GCST000721,Japanese,1318
GCST000720,Japanese,195
GCST000720,Japanese,1358
GCST000717,Han Chinese,109
GCST000717,Han Chinese,649
GCST000718,European,187
GCST000718,European,244
GCST000718,European,4980
GCST000719,European,1054
GCST000719,European,3278
GCST000715,European,211
GCST000715,Black,40
GCST000715,Hispanic,46
GCST000715,Asian,4
GCST000716,European,590
GCST000716,European,825
GCST000712,European,8130
GCST000712,European,38987
GCST000711,Hispanic,229
GCST000707,European,9126
GCST000710,European,9126
GCST000706,European,9126
GCST000708,European,9126
GCST000709,Chinese,2073
GCST000709,Chinese,2084
GCST000704,Tibetan,35
GCST000705,European,896
GCST000705,European,3204
GCST000702,Sardinian,14
GCST000702,Sardinian,23
GCST000703,European,16264
GCST000701,European,979
GCST000701,European,4947
GCST000700,European,7360
GCST000698,European,2038
GCST000698,European,1531
GCST000699,European,7360
GCST000697,European,16125
GCST000696,African American,464
GCST000696,African American,478
GCST000695,European,56
GCST000695,European,699
GCST000694,European,1495
GCST000692,Han Chinese,1117
GCST000692,Han Chinese,1429
GCST000693,European,3991
GCST000691,European,3445
GCST000691,European,6935
GCST000688,Han Chinese,245
GCST000689,European,1636
GCST000689,European,1594
GCST000690,European,200
GCST000690,European,150
GCST000690,African American,125
GCST000690,African American,100
GCST000687,Chinese,1583
GCST000687,Chinese,1894
GCST000686,European,97
GCST000686,European,93
GCST000685,European,5951
GCST000683,European,3473
GCST000683,European,301
GCST000683,European,301
GCST000682,European and Hispanic,22604
GCST000681,Chinese,281
GCST000681,Chinese,481
GCST000678,European,3659
GCST000678,European,4897
GCST000679,European,5539
GCST000679,European,20169
GCST000677,Japanese,2303
GCST000677,Japanese,3380
GCST000680,Sardinian,882
GCST000680,Sardinian,872
GCST000676,European,185
GCST000676,European,114
GCST000674,European,194
GCST000674,European,230
GCST000674,European,336
GCST000675,European,20926
GCST000675,African,2895
GCST000673,European,825
GCST000673,Asian,1038
GCST000672,European,692
GCST000672,European,1001
GCST000671,European,6668
GCST000670,Plains American Indian,322
GCST000669,European,3417
GCST000667,European,31266
GCST000668,European,41150
GCST000666,European,74035
GCST000664,European,4501
GCST000665,European,2591
GCST000665,European,3052
GCST000663,European,1138
GCST000663,European,1120
GCST000662,European,1392
GCST000662,European,2629
GCST000661,European,1645
GCST000661,European,881
GCST000661,African,281
GCST000661,African,185
GCST000660,African American,743
GCST000660,Nigerian,1188
GCST000659,European,1368
GCST000655,European,1368
GCST000657,European,1368
GCST000656,African American,515
GCST000658,European,1368
GCST000654,Han Chinese,1000
GCST000654,Han Chinese,1000
GCST000652,European,2157
GCST000652,European,1150
GCST000650,European,2296
GCST000650,European,5171
GCST000651,European,23812
GCST000649,European,67093
GCST000648,European,10623
GCST000646,European,2780
GCST000646,European,12515
GCST000645,Japanese,305
GCST000645,Japanese,355
GCST000642,European,11536
GCST000643,European,706
GCST000644,European,11536
GCST000641,European,4387
GCST000641,European,7970
GCST006865,European,4387
GCST006865,European,6209
GCST000640,European,401
GCST000640,European,620
GCST000639,European,1889
GCST000639,European,39310
GCST000638,European,424
GCST000638,European,226
GCST000636,European,14
GCST000636,European,15
GCST000636,European,13
GCST000636,European,14
GCST000635,European,3928
GCST000634,European,860
GCST000633,European,364
GCST000633,European,364
GCST000631,European,1431
GCST000629,Japanese,899
GCST000629,Japanese,3396
GCST000630,European,2889
GCST000632,European,1836
GCST000632,European,1955
GCST000628,Mexican American,858
GCST000626,European,15279
GCST000627,European,17596
GCST000625,European,15422
GCST000623,European,1043
GCST000623,European,1703
GCST000624,European,2693
GCST000624,European,6791
GCST000622,European,4006
GCST000621,European,352
GCST000620,European,181
GCST000620,European,1974
GCST000619,European,1235
GCST000619,European,1433
GCST000619,African American,662
GCST000619,African American,499
GCST000615,European,162
GCST000615,European,343
GCST000615,European,193
GCST000614,European,173
GCST000614,European,361
GCST000614,European,208
GCST000617,European,847
GCST000617,European,552
GCST000617,African American,345
GCST000617,African American,140
GCST000613,Malawian,100
GCST000613,Malawian,126
GCST000612,European,4533
GCST000612,European,10750
GCST000611,Japanese,19633
GCST000609,European,5919
GCST000610,European,5752
GCST000608,Korean,45
GCST000608,Korean,48
GCST000607,European,201
GCST000607,European,305
GCST000606,European,501
GCST000606,European,504
GCST000605,European,684
GCST000605,European,820
GCST000603,European,2940
GCST000603,European,1380
GCST000604,European,988
GCST000604,African American,198
GCST000604,Hispanic,100
GCST000602,European,1335
GCST000602,European,12844
GCST000601,Han Chinese,995
GCST000601,Han Chinese,894
GCST000600,Japanese,5771
GCST000599,European,9813
GCST000597,European,740
GCST000598,European,1524
GCST000596,European,51
GCST000596,European,57
GCST000596,European,48
GCST000595,European,515
GCST000595,European,2509
GCST000594,Filipino,1786
GCST000593,Finnish,68
GCST000593,Finnish,136
GCST000592,Chinese,314
GCST000592,Chinese,1484
GCST000590,European,1523
GCST000591,African American,2029
GCST000591,European,7428
GCST000586,European,2917
GCST000585,Japanese,14364
GCST000583,Japanese,14402
GCST000581,Japanese,8868
GCST000587,Japanese,14362
GCST000580,Japanese,14806
GCST000584,Japanese,8993
GCST000582,Japanese,14377
GCST000589,Japanese,14677
GCST000588,Japanese,14392
GCST000579,European,813
GCST000579,East Asian,167
GCST000579,Hispanic/Latin American,7
GCST000579,South Asian,74
GCST000578,European,1020
GCST000578,European,1636
GCST000576,European,607
GCST000576,European,3294
GCST000577,European,1040
GCST000573,European,175
GCST000573,European,354
GCST000573,European,204
GCST000572,Han Chinese,785
GCST000571,European,38238
GCST005180,European,36466
GCST005179,European,37037
GCST000568,European,46186
GCST000570,European,6686
GCST000570,European,9068
GCST000567,European,1752
GCST000567,European,1745
GCST000566,Finnish Saami,347
GCST000565,Han Chinese,400
GCST000563,European,2053
GCST000563,European,5140
GCST000562,European,28517
GCST000561,European,12670
GCST000564,Indian Asian,6543
GCST000560,Han Chinese,350
GCST000560,Han Chinese,350
GCST000559,European,656
GCST000558,European,1341
GCST000558,European,3496
GCST000557,European,1015
GCST000557,European,347
GCST000556,European,36
GCST000556,European,21
GCST000556,African American,1
GCST000556,African American,5
GCST000555,European,177
GCST000554,European,9401
GCST000553,European,2538
GCST000552,European,333
GCST000551,European,3957
GCST000551,European,3428
GCST000550,European,1029
GCST000549,European,2362
GCST000548,European,793
GCST000548,European,1988
GCST000547,European,399
GCST000547,European,1318
GCST000546,Han Chinese,706
GCST000546,Han Chinese,1225
GCST000545,Black,848
GCST000544,European,20288
GCST000542,European,20890
GCST000543,European,1462
GCST000541,European,987
GCST000540,European,75
GCST000540,European,75
GCST000540,European,75
GCST000539,European,7514
GCST000539,European,9045
GCST000538,European,8531
GCST000537,European,4659
GCST000536,Korean,60
GCST000535,Korean,133
GCST000535,Korean,557
GCST000534,European,285
GCST000534,European,298
GCST000533,European,17296
GCST000532,Thai Chinese,235
GCST000532,Thai Chinese,383
GCST000528,European,1713
GCST000528,European,3978
GCST000531,European,2413
GCST000531,European,6158
GCST000527,European,2361
GCST000527,European,5417
GCST000529,Japanese,376
GCST000529,Japanese,934
GCST000530,Japanese,988
GCST000530,Japanese,2521
GCST000524,European,600
GCST000524,European,600
GCST000525,African American,464
GCST000525,African American,471
GCST000525,African Caribbean,355
GCST000525,African Caribbean,574
GCST000526,Hispanic,229
GCST000523,European,315
GCST000523,African American,73
GCST000523,Asian,5
GCST000522,Korean,8842
GCST000521,European,283
GCST000521,European,972
GCST000520,Romanian,32
GCST000520,European,44
GCST000519,European,4845
GCST000519,European,16140
GCST000518,European,547
GCST000518,European,549
GCST004867,European,1310
GCST004867,European,7859
GCST000517,European,1919
GCST000515,European,983
GCST000516,European,667
GCST000516,European,637
GCST000514,European,421
GCST000514,African American,214
GCST000513,African American,177
GCST000513,African American,1088
GCST000511,European,3925
GCST000512,South Tyrol,1079
GCST000512,Dutch,790
GCST000512,European,2060
GCST000510,European,2538
GCST000508,Korean,53
GCST000508,Korean,240
GCST000509,European,659
GCST000509,African American,121
GCST000509,Hispanic,103
GCST000509,European,408
GCST000509,African American,120
GCST000509,Hispanic,80
GCST000507,Han Chinese,1047
GCST000507,Han Chinese,1205
GCST000506,European,5739
GCST000506,European,5848
GCST000504,European,24167
GCST000498,European,4627
GCST000497,European,4627
GCST000500,European,24167
GCST000499,European,24167
GCST000503,European,24167
GCST000502,European,24167
GCST000501,European,6316
GCST000501,Indian Asian,9685
GCST000505,European,4818
GCST000495,European,19195
GCST000494,European,19195
GCST000493,European,4110
GCST000492,European,200
GCST000491,Japanese,297
GCST000491,Japanese,934
GCST000490,European,857
GCST000488,European,1854
GCST000488,European,1894
GCST000489,European,1968
GCST000489,European,35382
GCST000487,European,85
GCST000487,European,2049
GCST000486,Japanese,64
GCST000486,Japanese,78
GCST000485,European,131
GCST000485,European,162
GCST000484,European,331
GCST000484,European,368
GCST000483,European,3305
GCST000483,European,1458
GCST000482,European,276
GCST000482,European,271
GCST000481,European,2323
GCST000481,European,9013
GCST000480,European,2032
GCST000480,European,5328
GCST000478,European,679
GCST000478,European,697
GCST000479,European,3941
GCST000479,European,7848
GCST000476,European,685
GCST000475,Sorbian,929
GCST000474,European,2622
GCST000471,European,700
GCST000472,European,921
GCST000472,European,929
GCST000473,European,494
GCST000473,African American,244
GCST000470,Hispanic and European,90
GCST000470,Hispanic and European,90
GCST000468,Mexican,492
GCST000469,European,499
GCST000469,European,501
GCST000467,Amish,429
GCST000466,Japanese,182
GCST000466,Japanese,927
GCST000465,European,871
GCST000465,African American,191
GCST000465,Hispanic,75
GCST000464,European,317
GCST000464,European,17958
GCST000463,European,907
GCST000463,European,2398
GCST000462,European,140
GCST000462,European,117
GCST000462,African American,57
GCST000462,African American,72
GCST000461,European,162
GCST000461,European,192
GCST000461,African American,7
GCST000461,African American,14
GCST000461,Asian,1
GCST000461,Asian,3
GCST000460,Han Chinese,277
GCST000460,Han Chinese,285
GCST000459,European,1952
GCST000459,European,1438
GCST000458,European,111
GCST000458,European,5951
GCST000457,Asian Indian,698
GCST000457,Asian Indian,6776
GCST000455,European,1817
GCST000455,European,2353
GCST000456,European,1771
GCST000456,European,1805
GCST000454,European,969
GCST000454,European,957
GCST000452,European,2325
GCST000450,Old Order Amish,778
GCST000451,European,2325
GCST000449,Japanese,418
GCST000449,Japanese,300
GCST000448,European,189
GCST000448,European,592
GCST000447,African American,509
GCST000447,African American,508
GCST000446,European,2385
GCST000446,European,33752
GCST000444,European,3558
GCST000442,European,12612
GCST000443,Sorbian,948
GCST000441,European,12612
GCST000440,European,692
GCST000440,European,3992
GCST000437,European,1539
GCST000437,European,3917
GCST000438,European,1524
GCST000439,European,1878
GCST000439,European,3670
GCST000436,European,1451
GCST000434,European,3322
GCST000434,European,3587
GCST000430,European and Indian Asian,17967
GCST000432,European,476
GCST000432,European,1358
GCST000433,European,2681
GCST000433,European,2653
GCST000433,African American,1286
GCST000433,African American,973
GCST000431,European,10074
GCST000435,European,2663
GCST000435,European,13498
GCST000429,European,1507
GCST000429,European,34033
GCST000428,European,38580
GCST000427,European,31373
GCST000426,European,775
GCST000426,European,3197
GCST000424,European,2624
GCST000424,European,7220
GCST000425,European,1618
GCST000425,European,3413
GCST000423,European,387
