STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST002756,European,15130
GCST002756,Japanese,545
GCST002756,Mexican American,736
GCST002752,European,66
GCST002752,African American,110
GCST002752,Hispanic,110
GCST002752,European,37
GCST002752,African American,84
GCST002752,Hispanic,74
GCST002750,Hispanic,47
GCST002750,Hispanic,290
GCST002748,European,2462
GCST002748,European,12790
GCST002748,European,631
GCST002748,European,7580
GCST002748,European,9627
GCST002748,European,1442
GCST002748,European,21722
GCST002742,European,456
GCST002742,European,906
GCST002741,Korean,249
GCST002741,Korean,778
GCST002731,European,3184
GCST002733,Korean,7861
GCST002729,Southern European,1296
GCST002727,European,1523
GCST002725,European,106
GCST002725,European,432
GCST002723,European,1133
GCST002723,European,371
GCST002722,European,94
GCST002722,European,178
GCST002722,European,154
GCST002720,European,18028
GCST002721,African American,1082
GCST002721,Chinese,669
GCST002721,Hispanic,657
GCST002719,Old Order Amish,887
GCST002716,European,2962
GCST002716,European,3379
GCST002717,Hispanic,454
GCST002713,European,72
GCST002713,European,3667
GCST002713,African American,9
GCST002713,African American,1076
GCST002713,Hispanic,34
GCST002713,Hispanic,501
GCST002711,African American,4771
GCST002705,Japanese,181
GCST002705,Japanese,286
GCST002703,Korean,1575
GCST002704,Talana,450
GCST002704,European,8858
GCST002702,East Asian,57699
GCST002701,European,10617
GCST002701,African American,3811
GCST002700,European,659
GCST002700,European,2648
GCST002697,European,333
GCST002697,European,675
GCST002695,European,6687
GCST002695,African American,711
GCST002693,Vietnamese,151
GCST002693,Vietnamese,668
GCST002693,Nepalese,595
GCST002693,Nepalese,386
GCST002687,Afro Caribbean and Sub Saharan African,321
GCST002684,Japanese,632
GCST002684,Japanese,908
GCST002681,European,313
GCST002681,European,178
GCST002677,European,24986
GCST002678,European,24986
GCST002679,European,24986
GCST002680,European,24986
GCST002675,European,23279
GCST002672,European,408
GCST002672,European,1034
GCST002672,European,1645
GCST002674,European,408
GCST002674,European,1645
GCST002673,European,1034
GCST002673,European,1645
GCST002669,European,343
GCST002669,Old Order Amish,1472
GCST002668,European,343
GCST002668,Old Order Amish,1472
GCST002667,European,343
GCST002667,Old Order Amish,1472
GCST002666,European,715
GCST002666,African American,450
GCST002662,Latino,1643
GCST002662,Latino,4971
GCST002661,Rucphen,2755
GCST002661,European,12276
GCST002660,European,746
GCST002659,Korean,853
GCST002657,European,441
GCST002657,European,1542
GCST002656,European,289
GCST002656,European,697
GCST002655,East Asian,2491
GCST002655,East Asian,1780
GCST002655,European,2420
GCST002655,European,7222
GCST002651,European,6497
GCST002651,African American,432
GCST002651,European,6972
GCST002651,African American,3413
GCST002650,European,30062
GCST002650,African American,7964
GCST002648,European,2104
GCST002648,European,1901
GCST002647,European,80067
GCST002645,Japanese,592
GCST002645,Japanese,6964
GCST002645,European,3508
GCST002645,European,5101
GCST002644,European,16145
GCST002644,Moroccan,280
GCST002644,Surinamese,284
GCST002644,Turkish,319
GCST002644,Chinese,651
GCST002643,European,1795
GCST002643,European,5586
GCST002641,European,3157
GCST002642,African American,287
GCST002640,Korean,473
GCST002636,European,1359
GCST002636,European,4557
GCST002633,European,1516
GCST002633,European,5321
GCST002635,European,382
GCST002635,European,489
GCST002634,Han Chinese,559
GCST002634,Han Chinese,467
GCST002630,Han Chinese,69146
GCST002627,Han Chinese,29799
GCST002627,Han Chinese,39347
GCST002631,Han Chinese,69146
GCST002629,European,1718
GCST002629,European,1793
GCST002626,Chinese,2453
GCST002626,Indian,2026
GCST002626,Malay,2305
GCST002623,European,1159
GCST002622,European,1152
GCST002620,European,1151
GCST002613,European,130
GCST002613,European,2313
GCST002615,European,1410
GCST002615,European,3171
GCST002612,European,1198
GCST002612,European,1908
GCST002617,European,1554
GCST002617,European,1654
GCST002610,Korean,776
GCST002611,European,2038
GCST002611,European,4520
GCST002609,African American,329
GCST002607,European,78
GCST002604,European,70
GCST002604,European,125
GCST007161,European,299
GCST007161,European,362
GCST002603,European,3389
GCST002597,Chinese,2398
GCST002597,Chinese,2804
GCST002585,Japanese,3963
GCST002586,East Asian,21345
GCST002583,European,216
GCST002581,Han Chinese,1140
GCST002581,Han Chinese,2237
GCST002582,European,3548
GCST002582,European,9496
GCST002578,Chinese,1496
GCST002577,Han Chinese,327
GCST002576,Han Chinese,1452
GCST002576,Han Chinese,2803
GCST002574,European,216
GCST002572,European,216
GCST002568,Han Chinese,9654
GCST002568,Han Chinese,10058
GCST002564,European,159
GCST002564,European,998
GCST002565,European,6834
GCST002563,European,1972
GCST002563,European,1401
GCST002563,European,405
GCST002563,European,6
GCST007229,Korean,33
GCST007229,Korean,325
GCST002562,Han Chinese,764
GCST002562,Han Chinese,3594
GCST002561,European,16823
GCST002561,European,18211
GCST002560,African American,6061
GCST002560,African American,5483
GCST002560,European,8130
GCST002560,European,38987
GCST002558,East Asian,39
GCST002558,Han Chinese,130
GCST002558,Japanese,2869
GCST002558,Asian,6
GCST002558,Asian,374
GCST002553,European,6101
GCST002553,European,9194
GCST002548,European,1073
GCST002548,European,1279
GCST002544,European,5353
GCST002544,European,5551
GCST002545,Japanese,548
GCST002545,Japanese,6469
GCST002540,European,964
GCST002542,Korean,6805
GCST002539,European,1513
GCST002539,European,66236
GCST002538,European,2089
GCST002537,Chinese,5029
GCST002537,Chinese,5302
GCST002537,Korean,6066
GCST002537,Korean,8003
GCST002537,Japanese,6572
GCST002537,Japanese,6539
GCST002537,European,16003
GCST002537,European,41335
GCST002536,African American,173
GCST002536,Chinese,398
GCST002535,Japanese,7295
GCST002533,Japanese,7295
GCST002534,European,92
GCST002534,European,179
GCST002532,European,346
GCST002532,European,1098
GCST002530,European,1444
GCST002528,Ashkenazi Jewish,1131
GCST002528,Ashkenazi Jewish,831
GCST002526,European,2795
GCST002524,European,495
GCST002524,European,981
GCST002524,African,118
GCST002524,African,225
GCST002522,European,2153
GCST002523,European,9966
GCST002523,European,8935
GCST002523,African American,1459
GCST002523,African American,3437
GCST002523,Japanese,951
GCST002523,Japanese,894
GCST002515,Han Chinese,490
GCST002515,Han Chinese,541
GCST002516,European,690
GCST002516,European,190
GCST002516,European,221
GCST002516,European,94
GCST002516,European,177
GCST002516,European,5094
GCST002514,European,5383
GCST002514,European,13033
GCST002512,European,1305
GCST002512,European,2049
GCST002513,European,1305
GCST002513,European,2049
GCST002511,European,849
GCST002510,European,4056
GCST002510,European,3958
GCST002506,European,34433
GCST002506,Han Chinese,5605
GCST002504,European,740
GCST002504,European,1501
GCST002502,Chinese,2473
GCST002502,Japanese,2747
GCST002500,European,33316
GCST002501,European,30
GCST002501,European,2793
GCST002499,European,3033
GCST002499,European,1418
GCST002499,European,1579
GCST002495,European,43445
GCST002495,Chinese,1849
GCST002495,Malay,2502
GCST002495,Asian Indian,2476
GCST002495,Asian,1855
GCST002497,European,43445
GCST002497,Chinese,1849
GCST002497,Malay,2502
GCST002497,Asian Indian,2476
GCST002497,Asian,1855
GCST002490,Chinese,1302
GCST002490,Chinese,761
GCST007668,Greenlandic,845
GCST007671,Greenlandic,1062
GCST007670,Greenlandic,1064
GCST007669,Greenlandic,845
GCST002486,Japanese,121
GCST002486,Japanese,263
GCST002484,European,202
GCST002484,European,318
GCST002484,European,515
GCST002483,European,32917
GCST002483,African American,6070
GCST002483,Hispanic,849
GCST002483,East Asian,8637
GCST002482,Hispanic,264
GCST002481,European,2063
GCST002481,European,1970
GCST002480,European,1281
GCST002480,European,3218
GCST002476,Japanese,1302
GCST002475,Japanese,11412
GCST002475,Japanese,28397
GCST002478,European,744
GCST002478,European,1691
GCST002474,European,631
GCST002474,European,1141
GCST002472,European,75
GCST002472,African American,70
GCST004705,East Asian,4544
GCST002471,East Asian,4544
GCST002467,Mexican,5114
GCST002467,Mexican,903
GCST002468,Mexican,2129
GCST002468,Mexican,2985
GCST002468,Mexican,903
GCST002469,Mexican,5114
GCST002469,Mexican,903
GCST002466,European,3589
GCST002466,European,3202
GCST002462,European,2585
GCST002462,European,4491
GCST002460,European,5241
GCST002460,European,10456
GCST002461,East Asian,47352
GCST002459,Japanese,1081
GCST002458,She Chinese,3235
GCST002455,Ashkenazi Jewish,306
GCST002455,Ashkenazi Jewish,2583
GCST002454,East Asian,12865
GCST002454,East Asian,25773
GCST002454,European,16984
GCST002454,European,18262
GCST002452,European,2647
GCST002453,North Indian,733
GCST002453,North Indian,1148
GCST002447,European,4568
GCST002442,European,1767
GCST002438,European,348
GCST002437,Punjabi Sikh,1108
GCST002437,Punjabi Sikh,1289
GCST002437,European,2952
GCST002437,European,10033
GCST002435,Han Chinese,2955
GCST002434,European,5539
GCST002434,European,20169
GCST002433,Han Chinese,1032
GCST002433,Han Chinese,1100
GCST002433,Han Chinese,2553
GCST002436,European,485
GCST002436,European,716
GCST002431,European,516
GCST002426,European,208
GCST002425,European,1376
GCST002424,Korean,903
GCST002423,European,451
GCST002423,European,4103
GCST002421,European,1854
GCST002421,European,1437
GCST002420,European,70
GCST002420,European,758
GCST002419,European,70
GCST002419,European,758
GCST002419,European,832
GCST002417,Korean,829
GCST002416,Korean,108
GCST002416,Korean,734
GCST002418,Korean,829
GCST002413,European,2571
GCST002413,European,921
GCST002412,Korean,308
GCST002411,European,14037
GCST002411,European,15937
GCST002410,European,214
GCST002410,European,8172
GCST002407,European,1963
GCST002407,European,5801
GCST002407,Rucphen,24
GCST002407,Rucphen,28
GCST005216,European,20461
GCST005222,European,20461
GCST005218,European,20620
GCST005215,European,20722
GCST005219,European,20706
GCST005223,European,20513
GCST005217,European,18535
GCST005220,European,20792
GCST002404,European,7330
GCST002404,European,61156
GCST002403,European,13060
GCST002403,European,61156
GCST002402,European,2785
GCST002400,European,1892
GCST002399,European,370
GCST002399,European,363
GCST002397,European,494
GCST002397,European,1927
GCST002397,European,2257
GCST002397,European,3490
GCST002392,Han Chinese,912
GCST002392,Han Chinese,622
GCST002392,Han Chinese,572
GCST002392,Han Chinese,917
GCST002390,East Asian,13585
GCST002389,European,513
GCST002389,African American,634
GCST002389,Hispanic,534
GCST002389,European,1552
GCST002389,African American,449
GCST002389,Hispanic,260
GCST002384,Old Order Amish,843
GCST002384,European,2470
GCST002383,Chinese,824
GCST002382,European,3750
GCST002381,Han Chinese,559
GCST002374,European,4487
GCST002373,European,8159
GCST002378,European,922
GCST002378,European,8068
GCST002370,European,940
GCST002370,European,601
GCST002369,European,193
GCST002369,European,75
GCST002369,European,45
GCST002368,European,982
GCST002368,European,1007
GCST002368,European,743
GCST002364,Brazilian,601
GCST002357,European,774
GCST002357,European,1079
GCST002355,Chinese,8830
GCST002356,European and  Rucphen,22789
GCST002354,European,2677
GCST002354,European,8629
GCST002354,Japanese,458
GCST002354,Japanese,421
GCST002353,European,1528
GCST002353,European,707
GCST002353,European,796
GCST002352,European,21491
GCST002352,European,55647
GCST002346,European,3470
GCST002346,European,5475
GCST002344,European,2639
GCST002342,European,297
GCST002340,East Asian,6902
GCST002340,East Asian,7862
GCST002341,Han Chinese,3917
GCST002341,European,696
GCST002338,Han Chinese,391
GCST002338,Han Chinese,381
GCST002335,European,11058
GCST002335,European,2870
GCST002333,European,10074
GCST002333,European,2870
GCST002334,European,2236
GCST002332,Han Chinese,592
GCST002332,Han Chinese,592
GCST002332,Han Chinese,315
GCST002332,European,1999
GCST002332,European,3004
GCST002331,European,1480
GCST002331,European,4610
GCST002329,Han Chinese,1860
GCST002329,Han Chinese,3660
GCST002328,Korean,2720
GCST002326,European,6023
GCST005533,European,2507
GCST005533,European,5935
GCST005534,European,1387
GCST005534,European,896
GCST005534,European,1734
GCST005534,European,5935
GCST005535,European,1217
GCST005535,European,5935
GCST002323,European,4726
GCST002323,European,2625
GCST004712,African American,324
GCST004712,African American,327
GCST004712,European,2269
GCST004712,European,2975
GCST004711,African American,801
GCST004711,European,1746
GCST002321,Han Chinese,8830
GCST002322,European,878
GCST002322,European,2455
GCST002319,European,116
GCST002319,European,125
GCST002318,European,3775
GCST002318,European,5801
GCST002318,East Asian,6871
GCST002318,East Asian,6392
GCST002317,Mexican American,896
GCST002317,Mexican American,832
GCST002317,East Asian,2768
GCST002317,East Asian,2880
GCST002317,South Asian,1082
GCST002317,South Asian,1105
GCST002317,European,1874
GCST002317,European,1333
GCST002317,African American,2127
GCST002317,African American,2103
GCST002317,Native Hawaiian,698
GCST002317,Native Hawaiian,579
GCST002317,Singaporean,2009
GCST002317,Singaporean,1959
GCST006524,Han Chinese,181
GCST006524,Han Chinese,187
GCST002316,Japanese,5737
GCST002316,Japanese,26931
GCST002315,European,714
GCST002315,European,543
GCST002305,European,2148
GCST002305,European,1309
GCST006866,Han Chinese,4046
GCST006866,Han Chinese,3938
GCST002303,European,47822
GCST002302,Japanese,1894
GCST002302,Japanese,580
GCST002300,North Indian,927
GCST002300,North Indian,1148
GCST002299,European,1144
GCST002299,European,3151
GCST002297,Han Chinese,1336
GCST002297,Han Chinese,420
GCST002291,European,227
GCST002283,European,2074
GCST002283,European,2556
GCST002277,European,3944
GCST002277,European,3049
GCST002277,African American,921
GCST002277,African American,954
GCST002277,Japanese,550
GCST002277,Japanese,530
GCST002276,European,7010
GCST002276,European,3772
GCST002276,East Asian,2980
GCST002276,East Asian,2159
GCST002273,European,906
GCST002273,European,3772
GCST002272,African American,140
GCST002272,African American,543
GCST002271,Han Chinese,234
GCST002271,Han Chinese,271
GCST002268,European,1299
GCST002268,European,2598
GCST002267,European,1483
GCST002267,European,2903
GCST002267,European,892
GCST002267,European,6881
GCST002267,European,21530
GCST002265,European,7689
GCST002265,European,9266
GCST002266,European,676
GCST002266,European,9266
GCST002264,African American,5096
GCST002264,African American,4972
GCST005531,European,14802
GCST005531,European,26703
GCST004879,European,1158
GCST004879,European,3071
GCST004878,European,1243
GCST004878,European,4779
GCST002262,Japanese,79
GCST002260,European,2693
GCST002260,European,11495
GCST002249,Han Chinese,659
GCST002250,Han Chinese,660
GCST002252,Han Chinese,654
GCST002247,Han Chinese,698
GCST002245,European,8572
GCST002245,European,11312
GCST002246,Chinese,4230
GCST002246,Chinese,3051
GCST002246,Chinese,2622
GCST002244,European,5619
GCST002244,European,20598
GCST002244,Korean,101
GCST002244,Korean,1193
GCST002237,European,1071
GCST002235,European,2116
GCST002235,African American,4496
GCST002234,Japanese,2885
GCST002234,Japanese,3395
GCST002233,East Asian,10252
GCST002232,European,874
GCST002232,European,6911
GCST002230,European,759
GCST002230,European,6911
GCST002231,European,1636
GCST002231,European,6911
GCST002229,European,134
GCST002229,European,1258
GCST002227,European,4979
GCST002227,Han Chinese,2740
GCST002226,European,4967
GCST002226,Han Chinese,2740
GCST002225,East Asian,1628
GCST002225,East Asian,17469
GCST002225,European,399
GCST002225,European,5035
GCST002224,American Indian,1273
GCST002224,American Indian,1635
GCST002217,Han Chinese,1303
GCST002217,Han Chinese,2727
GCST002216,European,93982
GCST002221,European,93982
GCST002222,European,93982
GCST002223,European,93982
GCST002219,East Asian,8743
GCST002220,African,4420
GCST002214,Han Chinese,8830
GCST002213,European,1025
GCST002212,European,4175
GCST002212,European,5036
GCST002210,Korean,129
GCST002204,Arab,48
GCST002204,Arab,177
GCST002201,European,21679
GCST002199,East Asian,1496
GCST002196,European,1474
GCST002195,East Asian,1496
GCST002194,European,1364
GCST002193,European,1658
GCST002193,European,28962
GCST002190,Han Chinese,1088
GCST002190,Han Chinese,1063
GCST002189,Ashkenazi Jewish,408
GCST002189,Ashkenazi Jewish,399
GCST002182,European,178
GCST002182,European,594
GCST002182,European,251
GCST002182,European,494
GCST002181,Japanese,23
GCST002175,European,440
GCST002174,Filipino,1719
GCST002173,European,5248
GCST002172,European,2647
GCST002171,European,578
GCST002171,European,1963
GCST002170,European,959
GCST002170,European,3591
GCST002169,East Asian,839
GCST002169,East Asian,10149
GCST002167,East Asian,28783
GCST002160,European,291
GCST002160,European,317
GCST002159,European,528
GCST002159,European,1228
GCST002158,European,1449
GCST002158,European,1488
GCST002155,European,6928
GCST002155,European,20570
GCST002154,Latino,529
GCST002153,European,848
GCST002153,European,1030
GCST002152,European,650
GCST002152,European,3354
GCST002149,European,4801
GCST002149,European,4741
GCST002149,European,2612
GCST002149,European,15021
GCST002148,European,932
GCST002148,European,652
GCST002147,African American,8423
GCST002147,Hispanic,1447
GCST002146,European,12518
GCST002145,European,925
GCST002145,European,1621
GCST002142,European,4498
GCST002142,African American,2114
GCST002143,European,69395
GCST002143,African American,5266
GCST002143,African,6497
GCST002143,East Asian,19601
GCST002144,Brazilian,104
GCST002140,European,2357
GCST002140,European,3684
GCST002139,European,301
GCST002137,African American,10027
GCST002138,African American,7606
GCST002128,East Asian,24416
GCST002128,East Asian,13985
GCST002123,Arab,116
GCST002123,Arab,199
GCST002121,European,3137
GCST002117,East Asian,1241
GCST002117,East Asian,3559
GCST002115,Asian,8216
GCST002116,European,3900
GCST002111,Korean,2090
GCST002105,Asian,109
GCST002107,Asian,109
GCST002106,European,89
GCST002109,Fruili Venezia Giulia,619
GCST002109,European,16145
GCST002110,European,2798
GCST002110,French Canadian,228
GCST002102,European,2958
GCST002102,European,3727
GCST002100,European,2286
GCST002100,European,3160
GCST002099,Korean,189
GCST002099,Korean,190
GCST002098,European,594
GCST002098,European,806
GCST002098,Japanese,208
GCST002098,Japanese,11016
GCST002097,European,9992
GCST002094,Korean,1779
GCST002094,Korean,1709
GCST002093,European,3234
GCST002093,European,5590
GCST002089,European,4866
GCST002088,African American,52
GCST002088,Hispanic,46
GCST002085,European,392
GCST002085,European,367
GCST002084,European,6114
GCST002084,European,9920
GCST002082,Han Chinese,4167
GCST002082,Han Chinese,7196
GCST002076,European,2020
GCST002076,European,7438
GCST002075,European,586
GCST002073,European,1709
GCST002073,European,6318
GCST002072,European,200
GCST002072,European,1684
GCST002071,European,3939
GCST002070,European,5294
GCST002068,Korean,971
GCST002068,Korean,1938
GCST002069,European,1578
GCST002069,European,1727
GCST002069,European,6893
GCST002067,European,841
GCST002066,Han Chinese,1175
GCST002066,Han Chinese,5492
GCST002063,European,62395
GCST002063,European,74657
GCST002061,African American,432
GCST002058,European,384
GCST002056,European,247
GCST002056,European,550
GCST002051,European,2001
GCST002045,European,25490
GCST002046,European,394
GCST002046,European,191
GCST002043,African American,7138
GCST002044,African American,7138
GCST002042,African American,7138
GCST002038,European,207
GCST002038,European,1692
GCST002038,African American,89
GCST002038,African American,655
GCST002036,Han Chinese,2160
GCST002036,Han Chinese,3866
GCST002035,European,417
GCST002035,European,209
GCST002035,European,2520
GCST002032,Chinese,1256
GCST002028,European,621
GCST002027,African American,411
GCST002026,Korean,32
GCST002026,Korean,191
GCST002024,Arab,155
GCST002024,Arab,182
GCST002022,European,1064
GCST002022,European,10082
GCST002023,European,3560
GCST002023,European,8510
GCST002021,European,16253
GCST002020,East Asian,1529
GCST002020,East Asian,25675
GCST002020,European,447
GCST002020,European,737
GCST002019,East Asian,1496
GCST002015,European,1287
GCST002010,Chinese,1062
GCST002012,European,3231
GCST002012,European,3536
GCST001992,Korean,184
GCST001992,Korean,192
GCST001991,European,327
GCST001986,European,122
GCST001986,European,86
GCST001987,European,70
GCST001987,European,73
GCST001989,European,41257
GCST001988,European,33533
GCST001985,European,164
GCST001985,European,169
GCST001984,Han Chinese,7891
GCST001984,Han Chinese,8351
GCST001983,European,13864
GCST001982,Han Chinese,6358
GCST001982,Han Chinese,6722
GCST001981,Han Chinese,706
GCST001981,Han Chinese,1777
GCST001978,European,428
GCST001978,European,1269
GCST001977,Hispanic,329
GCST001977,Hispanic,256
GCST001974,European,868
GCST001974,European,1389
GCST001973,African American,2850
GCST001973,European,87802
GCST001970,Iranian,573
GCST001970,European,38968
GCST001969,European,88823
GCST001967,African America/Afro Caribbean,27661
GCST001967,Sub Saharan African,4607
GCST001967,European,123706
GCST001968,European,876
GCST001968,European,1890
GCST001966,European,1966
GCST001966,European,5918
GCST001965,Korean,6536
GCST001964,European,2296
GCST001962,Mexican American,715
GCST001957,European,971
GCST001957,European,1990
GCST001956,European,4872
GCST001956,European,4831
GCST001955,European,4900
GCST001955,European,4891
GCST001954,European,3351
GCST001954,European,3352
GCST001953,European,65332
GCST001953,European,22373
GCST001953,European,5476
GCST001953,European,1162
GCST001953,European,39294
GCST001950,European,501
GCST001950,Chinese,826
GCST001947,East Asian,1224
GCST001947,East Asian,2114
GCST001947,European,11840
GCST001947,European,10931
GCST001948,European,4804
GCST001938,Korean,417
GCST001938,Korean,732
GCST001945,European,979
GCST001945,Hispanic,921
GCST001940,European,2078
GCST001941,East Asian,211
GCST001941,East Asian,972
GCST001941,European,39674
GCST001941,Malaysian,106
GCST001941,Malaysian,106
GCST001942,European,19662
GCST001942,European,19715
GCST001936,European,10739
GCST001937,European,45290
GCST001937,European,41880
GCST001932,European,4155
GCST001929,European,2496
GCST001930,European,6514
GCST001930,European,41455
GCST001933,European,4236
GCST001934,Korean,810
GCST001934,Korean,1709
GCST001924,Japanese,1100
GCST001924,Japanese,2250
GCST001928,Japanese,172
GCST001928,Japanese,1012
GCST001926,European,139
GCST001926,Japanese,151
GCST001919,East Asian,18954
GCST001919,East Asian,18029
GCST001919,Malay,794
GCST001919,Malay,1204
GCST001919,Indian,977
GCST001919,Indian,1169
GCST001919,European,8130
GCST001919,European,38987
GCST001916,European,6031
GCST001916,European,5933
GCST001917,European,1706
GCST001917,European,10258
GCST001913,European,1542
GCST001913,European,1110
GCST001912,European,574
GCST001912,European,2601
GCST001912,African American,128
GCST001912,African American,1075
GCST001912,Hispanic,143
GCST001912,Hispanic,640
GCST001911,European,764
GCST001911,Costa Rican,592
GCST001909,European,387
GCST001905,Mexican,1067
GCST001905,Mexican,1054
GCST001904,Mexican,1067
GCST001904,Mexican,1054
GCST001903,Latino,124
GCST001900,European,1140
GCST001900,European,1058
GCST001898,European,19763
GCST001895,European,204
GCST001895,Latin American,66
GCST001895,Arab,1
GCST001895,Black African,5
GCST001895,East Asian,25
GCST001895,Colored African,1
GCST001895,South Asian,9
GCST001895,Asian,15
GCST001894,European,505
GCST001894,European,1811
GCST001891,European,3029
GCST001891,European,374
GCST001893,European,40407
GCST001888,European and African American,656
GCST001884,European,9070
GCST001884,European,7683
GCST001884,East Asian,461
GCST001884,East Asian,547
GCST001885,Han Chinese,1881
GCST001886,European,12313
GCST001886,European,55667
GCST001883,Korean,504
GCST001883,Korean,471
GCST001882,European,489
GCST001881,Han Chinese,2128
GCST001881,Han Chinese,3683
GCST001878,East Asian,117
GCST001878,East Asian,128
GCST001874,European,6438
GCST001875,European,5133
GCST001875,European,4577
GCST001873,African American,9692
GCST001873,European,21020
GCST001873,Japanese,14088
GCST001870,European,1052
GCST001869,European and East Asian,7965
GCST001869,European and East Asian,8128
GCST001866,European,510
GCST001864,European,745
GCST001864,African American,2497
GCST001864,Hispanic,2027
GCST001864,Chinese,774
GCST001865,European,745
GCST001865,African American,2497
GCST001865,Hispanic,2027
GCST001865,Chinese,774
GCST001861,Japanese,4491
GCST001855,European,710
GCST001855,African American,237
GCST001855,Hispanic,276
GCST001853,European,3230
GCST001851,African American,1262
GCST001851,European,2740
GCST001851,Asian,2296
GCST001852,European,339
GCST001846,Han Chinese,8830
GCST001845,Japanese,3052
GCST001845,Japanese,4976
GCST001842,Han Chinese,4896
GCST001842,Han Chinese,13293
GCST001844,European,38360
GCST001837,European,5548
GCST001839,European,2539
GCST001839,European,5486
GCST001833,European,2539
GCST001833,European,5486
GCST001835,European,94
GCST001835,European,74
GCST001832,European,1436
GCST001832,European,1780
GCST001831,Ashkenazi Jewish,203
GCST001831,Ashkenazi Jewish,263
GCST001830,East Asian,831
GCST001830,East Asian,2305
GCST001829,European,490
GCST001828,African America and European,68
GCST001826,European,202
GCST001826,European,367
GCST001826,European,577
GCST001826,European,99
GCST001826,European,2596
GCST001827,Han Chinese,2223
GCST001827,Han Chinese,6409
GCST001825,African American,1734
GCST001816,European,1516
GCST001815,Japanese,936
GCST001815,Japanese,3809
GCST001814,Asian,264
GCST001814,Asian,3926
GCST001813,East Asian,4205
GCST001811,European,121
GCST001811,European,1026
GCST001812,Mexican American,589
GCST001810,European,3412
GCST001810,European,4928
GCST001809,Punjabi Sikh,2512
GCST001809,Punjabi Sikh,3201
GCST001809,South Asian,16128
GCST001809,South Asian,23846
GCST001809,East Asian,16746
GCST001809,East Asian,16961
GCST001809,European,8130
GCST001809,European,38987
GCST001808,Chinese,10326
GCST001807,European,798
GCST001807,European,2931
GCST001805,Indian,951
GCST001805,Indian,990
GCST001804,Turkish,355
GCST001804,Turkish,483
GCST001804,Turkish,601
GCST001804,Japanese,612
GCST001804,Japanese,740
GCST001803,Chinese,2008
GCST001803,Malay,2281
GCST001803,Indian,2142
GCST001803,Chinese,929
GCST001802,European,16709
GCST001799,European,1722
GCST001797,African American,2468
GCST001797,European,12612
GCST001796,Chinese,1496
GCST001795,Han Chinese,3256
GCST001795,Han Chinese,5667
GCST001795,Thai,453
GCST001795,Thai,963
GCST001794,European,2527
GCST001794,European,2628
GCST001791,European,32813
GCST001792,East Asian,5358
GCST001792,East Asian,5922
GCST001792,European,26060
GCST001790,European,1036
GCST001789,European,2430
GCST001789,African American,1594
GCST001789,Hispanic,1422
GCST001789,Chinese,758
GCST001785,Japanese,1151
GCST001785,Japanese,15800
GCST001787,European,958
GCST001787,European,909
GCST001787,East Asian,2098
GCST001787,East Asian,5749
GCST001778,European,1012
GCST001778,European,1326
GCST001777,European,4238
GCST001775,Chinese,4319
GCST001775,Chinese,4966
GCST001774,European,864
GCST001774,European,257
GCST001770,European,699
GCST001772,European,1821
GCST001769,European,907
GCST001769,European,2830
GCST001769,African American,449
GCST001769,African American,480
GCST001768,Han Chinese,554
GCST001768,Han Chinese,1159
GCST001765,European,63506
GCST001761,European,1367
GCST001763,European,1837
GCST001763,European,3803
GCST001763,Costa Rican,603
GCST001759,Indo European,3607
GCST001759,Indo European,2924
GCST001759,Dravidian,1184
GCST001759,Dravidian,1061
GCST001759,European,11285
GCST001759,European,11285
GCST001758,European,42519
GCST001756,European,2503
GCST001756,Han Chinese,1627
GCST001752,Han Chinese,356
GCST001752,Han Chinese,629
GCST001751,Japanese,235
GCST001750,European,3739
GCST001750,European,8786
GCST001749,Chinese,363
GCST001747,Korean,142
GCST001747,Korean,996
GCST001743,European,694
GCST001743,European,4375
GCST001742,Japanese,329
GCST001742,Japanese,861
GCST001741,European,910
GCST001741,European,4170
GCST001740,East Asian,1099
GCST001740,East Asian,2913
GCST001739,African American,2961
GCST001739,Latino,1477
GCST001739,European,649
GCST001739,Hutterite,680
GCST001733,European,99
GCST001733,European,328
GCST001732,Korean,1301
GCST001731,European,259
GCST001731,European,1002
GCST001725,European,25683
GCST001725,European,17015
GCST001728,European,25683
GCST001728,European,17015
GCST001729,European,25683
GCST001729,European,17015
GCST001727,European,13664
GCST001723,European,293
GCST001724,East Asian,1496
GCST001722,European,2286
GCST001721,European,679
GCST001721,European,695
GCST001719,European,5470
GCST001719,European,7583
GCST001720,Japanese,1044
GCST001720,Japanese,4017
GCST001717,European,1941
GCST001718,Han Chinese,2665
GCST001718,Han Chinese,3330
GCST001718,Han Chinese,3006
GCST001718,Han Chinese,11436
GCST001714,European,22387
GCST001714,European,2008
GCST001714,European,24726
GCST001710,European,1716
GCST001709,Japanese,1856
GCST001709,Japanese,7021
GCST001707,Japanese,363
GCST001707,Japanese,272
GCST001706,Pakistani,1322
GCST001706,Pakistani,1143
GCST001706,European,12025
GCST001706,European,27940
GCST001704,European,1261
GCST001702,Han Chinese,3067
GCST001702,Han Chinese,7926
GCST001701,European,4035
GCST001701,European,11251
GCST001695,European,1247
GCST001695,European,1434
GCST001696,Japanese,5462
GCST001690,European,438
GCST001690,European,474
GCST001688,European,1493
GCST001688,European,3191
GCST001685,Japanese,787
GCST001685,Japanese,615
