,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,ACCESSION,parentterm,EFOTerm,color
18881,Asian,5614.0,29855537.0,Hirata T,Pain medicine use during menstruation,replication,2018-05-31,GCST006637,Other measurement,drug use measurement,#3288bd
18882,Asian,5734.0,29855537.0,Hirata T,Pain medicine use during menstruation,initial,2018-05-31,GCST006637,Other measurement,drug use measurement,#3288bd
18883,Asian,5614.0,29855537.0,Hirata T,Pain medicine use during menstruation,replication,2018-05-31,GCST006637,Other measurement,quality of life during menstruation measurement,#3288bd
18884,Asian,5734.0,29855537.0,Hirata T,Pain medicine use during menstruation,initial,2018-05-31,GCST006637,Other measurement,quality of life during menstruation measurement,#3288bd
18885,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (fever),replication,2018-05-31,GCST006638,Other measurement,quality of life during menstruation measurement,#3288bd
18886,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (fever),initial,2018-05-31,GCST006638,Other measurement,quality of life during menstruation measurement,#3288bd
18887,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (fever),replication,2018-05-31,GCST006638,Other trait,fever,#3288bd
18888,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (fever),initial,2018-05-31,GCST006638,Other trait,fever,#3288bd
18889,Asian,5734.0,29855537.0,Hirata T,Heavy vaginal discharge,initial,2018-05-31,GCST006639,Other measurement,quality of life during menstruation measurement,#3288bd
18890,Asian,5614.0,29855537.0,Hirata T,Heavy vaginal discharge,replication,2018-05-31,GCST006639,Other measurement,quality of life during menstruation measurement,#3288bd
18891,Asian,5734.0,29855537.0,Hirata T,Heavy vaginal discharge,initial,2018-05-31,GCST006639,Other trait,vaginal discharge,#3288bd
18892,Asian,5614.0,29855537.0,Hirata T,Heavy vaginal discharge,replication,2018-05-31,GCST006639,Other trait,vaginal discharge,#3288bd
18893,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (acne),initial,2018-05-31,GCST006640,Other measurement,quality of life during menstruation measurement,#3288bd
18894,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (acne),replication,2018-05-31,GCST006640,Other measurement,quality of life during menstruation measurement,#3288bd
18895,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (acne),initial,2018-05-31,GCST006640,Other disease,acne,#3288bd
18896,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (acne),replication,2018-05-31,GCST006640,Other disease,acne,#3288bd
18897,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (aggressiveness),initial,2018-05-31,GCST006641,Other measurement,quality of life during menstruation measurement,#3288bd
18898,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (aggressiveness),replication,2018-05-31,GCST006641,Other measurement,quality of life during menstruation measurement,#3288bd
18899,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (aggressiveness),initial,2018-05-31,GCST006641,Biological process,aggressive behavior,#3288bd
18900,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (aggressiveness),replication,2018-05-31,GCST006641,Biological process,aggressive behavior,#3288bd
18901,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (increased appetite),initial,2018-05-31,GCST006642,Other measurement,quality of life during menstruation measurement,#3288bd
18902,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (increased appetite),replication,2018-05-31,GCST006642,Other measurement,quality of life during menstruation measurement,#3288bd
18903,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (increased appetite),initial,2018-05-31,GCST006642,Biological process,eating behaviour,#3288bd
18904,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (increased appetite),replication,2018-05-31,GCST006642,Biological process,eating behaviour,#3288bd
18905,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (bowel movement),initial,2018-05-31,GCST006643,Other measurement,quality of life during menstruation measurement,#3288bd
18906,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (bowel movement),replication,2018-05-31,GCST006643,Other measurement,quality of life during menstruation measurement,#3288bd
18907,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (bowel movement),initial,2018-05-31,GCST006643,Other trait,abnormal peristalsis,#3288bd
18908,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (bowel movement),replication,2018-05-31,GCST006643,Other trait,abnormal peristalsis,#3288bd
18909,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (depression),replication,2018-05-31,GCST006644,Other measurement,quality of life during menstruation measurement,#3288bd
18910,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (depression),initial,2018-05-31,GCST006644,Other measurement,quality of life during menstruation measurement,#3288bd
18911,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (depression),replication,2018-05-31,GCST006644,Neurological disorder,unipolar depression,#3288bd
18912,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (depression),initial,2018-05-31,GCST006644,Neurological disorder,unipolar depression,#3288bd
18913,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (edema),replication,2018-05-31,GCST006645,Other measurement,quality of life during menstruation measurement,#3288bd
18914,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (edema),initial,2018-05-31,GCST006645,Other measurement,quality of life during menstruation measurement,#3288bd
18915,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (edema),replication,2018-05-31,GCST006645,Other disease,edema,#3288bd
18916,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (edema),initial,2018-05-31,GCST006645,Other disease,edema,#3288bd
18917,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (headache),initial,2018-05-31,GCST006646,Other measurement,quality of life during menstruation measurement,#3288bd
18918,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (headache),replication,2018-05-31,GCST006646,Other measurement,quality of life during menstruation measurement,#3288bd
18919,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (headache),initial,2018-05-31,GCST006646,Other trait,Headache,#3288bd
18920,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (headache),replication,2018-05-31,GCST006646,Other trait,Headache,#3288bd
18921,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (joint pain),initial,2018-05-31,GCST006647,Other measurement,quality of life during menstruation measurement,#3288bd
18922,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (joint pain),replication,2018-05-31,GCST006647,Other measurement,quality of life during menstruation measurement,#3288bd
18923,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (joint pain),initial,2018-05-31,GCST006647,Other trait,arthralgia,#3288bd
18924,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (joint pain),replication,2018-05-31,GCST006647,Other trait,arthralgia,#3288bd
18925,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (loss of concentration),initial,2018-05-31,GCST006648,Other measurement,quality of life during menstruation measurement,#3288bd
18926,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (loss of concentration),initial,2018-05-31,GCST006648,Neurological disorder,decreased attention,#3288bd
18927,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (nervousness),initial,2018-05-31,GCST006649,Neurological disorder,nervousness,#3288bd
18928,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (nervousness),initial,2018-05-31,GCST006649,Other measurement,quality of life during menstruation measurement,#3288bd
18929,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (pressure in breast),initial,2018-05-31,GCST006650,Other measurement,quality of life during menstruation measurement,#3288bd
18930,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (pressure in breast),replication,2018-05-31,GCST006650,Other measurement,quality of life during menstruation measurement,#3288bd
18931,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (pressure in breast),initial,2018-05-31,GCST006650,Body measurement,breast pressure measurement,#3288bd
18932,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (pressure in breast),replication,2018-05-31,GCST006650,Body measurement,breast pressure measurement,#3288bd
18933,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (sleepiness),initial,2018-05-31,GCST006651,Other measurement,quality of life during menstruation measurement,#3288bd
18934,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (sleepiness),replication,2018-05-31,GCST006651,Other measurement,quality of life during menstruation measurement,#3288bd
18935,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (sleepiness),initial,2018-05-31,GCST006651,Neurological disorder,sleepiness,#3288bd
18936,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (sleepiness),replication,2018-05-31,GCST006651,Neurological disorder,sleepiness,#3288bd
18937,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (stiff neck),initial,2018-05-31,GCST006652,Other measurement,quality of life during menstruation measurement,#3288bd
18938,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (stiff neck),replication,2018-05-31,GCST006652,Other measurement,quality of life during menstruation measurement,#3288bd
18939,Asian,5734.0,29855537.0,Hirata T,Menstruation quality of life impact (stiff neck),initial,2018-05-31,GCST006652,Other trait,Stiff neck,#3288bd
18940,Asian,5614.0,29855537.0,Hirata T,Menstruation quality of life impact (stiff neck),replication,2018-05-31,GCST006652,Other trait,Stiff neck,#3288bd
18941,Asian,5614.0,29855537.0,Hirata T,Vaginal discharge (itching),replication,2018-05-31,GCST006653,Other trait,abnormal vaginal discharge itching,#3288bd
18942,Asian,5734.0,29855537.0,Hirata T,Vaginal discharge (itching),initial,2018-05-31,GCST006653,Other trait,abnormal vaginal discharge itching,#3288bd
18943,Asian,5734.0,29855537.0,Hirata T,Vaginal discharge (metrorrhagia),initial,2018-05-31,GCST006657,Other trait,metrorrhagia,#3288bd
18944,Asian,5734.0,29855537.0,Hirata T,Vaginal discharge (metrorrhagia),initial,2018-05-31,GCST006657,Other trait,vaginal discharge,#3288bd
18945,Asian,5734.0,29855537.0,Hirata T,Vaginal discharge (smell),initial,2018-05-31,GCST006654,Other trait,abnormal vaginal discharge smell,#3288bd
18946,Asian,5614.0,29855537.0,Hirata T,Vaginal discharge (smell),replication,2018-05-31,GCST006654,Other trait,abnormal vaginal discharge smell,#3288bd
18947,Asian,5609.0,29855537.0,Hirata T,Breast size,initial,2018-05-31,GCST006655,Body measurement,breast size,#3288bd
18948,Asian,3650.0,30054458.0,Xue A,Type 2 diabetes,initial,2018-07-27,GCST006867,Metabolic disorder,type ii diabetes mellitus,#3288bd
18949,European,655666.0,30054458.0,Xue A,Type 2 diabetes,initial,2018-07-27,GCST006867,Metabolic disorder,type ii diabetes mellitus,#d53e4f
18950,European,455607.0,30054458.0,Xue A,Type 2 diabetes,initial,2018-07-27,GCST006868,Metabolic disorder,type ii diabetes mellitus,#d53e4f
18951,European,1000.0,30053915.0,Scepanovic P,Anti-cytomegalovirus IgG seropositivity,initial,2018-07-27,GCST006331,Other measurement,cytomegalovirus seropositivity,#d53e4f
18952,European,1000.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus nuclear antigen (EBNA) IgG seropositivity,initial,2018-07-27,GCST006332,Other measurement,Epstein Barr virus nuclear antigen-1 seropositivity,#d53e4f
18953,European,1000.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus viral capsid antigen (VCA) IgG seropositivity,initial,2018-07-27,GCST006333,Other measurement,Epstein Barr viral capsid antigen seropositivity,#d53e4f
18954,European,1000.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus early antigen (EA) IgG seropositivity,initial,2018-07-27,GCST006330,Other measurement,Epstein-Barr virus early antigen seropositivity,#d53e4f
18955,European,1000.0,30053915.0,Scepanovic P,Anti-herpes simplex virus 1 IgG seropositivity,initial,2018-07-27,GCST006334,Other measurement,HSV1 seropositivity,#d53e4f
18956,European,1000.0,30053915.0,Scepanovic P,Anti-herpes simplex virus 2 IgG seropositivity,initial,2018-07-27,GCST006335,Other measurement,Herpes simplex virus 2 seropositivity,#d53e4f
18957,European,1000.0,30053915.0,Scepanovic P,Anti-varicella zoster virus IgG seropositivity,initial,2018-07-27,GCST006336,Other measurement,Varicella zoster virus seropositivity,#d53e4f
18958,European,1000.0,30053915.0,Scepanovic P,Anti-Helicobacter pylori IgG seropositivity,initial,2018-07-27,GCST006337,Other measurement,Helicobacter pylori seropositivity,#d53e4f
18959,European,1000.0,30053915.0,Scepanovic P,Anti-Toxoplasma gondii IgG seropositivity,initial,2018-07-27,GCST006338,Other measurement,Toxoplasma gondii seropositivity,#d53e4f
18960,European,1000.0,30053915.0,Scepanovic P,Anti-influenza A virus IgG seropositivity,initial,2018-07-27,GCST006339,Other measurement,Influenza A seropositivity,#d53e4f
18961,European,1000.0,30053915.0,Scepanovic P,Anti-measles virus IgG seropositivity,initial,2018-07-27,GCST006340,Other measurement,Measles virus seropositivity,#d53e4f
18962,European,1000.0,30053915.0,Scepanovic P,Anti-mumps virus IgG seropositivity,initial,2018-07-27,GCST006341,Other measurement,Mumps virus seropositivity,#d53e4f
18963,European,1000.0,30053915.0,Scepanovic P,Anti-rubella virus IgG seropositivity,initial,2018-07-27,GCST006342,Other measurement,Rubella virus seropositivity,#d53e4f
18964,European,1000.0,30053915.0,Scepanovic P,Anti-hepatitis B virus surface antigen (HBs) IgG seropositivity,initial,2018-07-27,GCST006356,Other measurement,Hepatitis B virus surface antigen seropositivity,#d53e4f
18965,European,1000.0,30053915.0,Scepanovic P,Anti-hepatitis B virus core antigen (HBc) IgG seropositivity,initial,2018-07-27,GCST006343,Other measurement,Hepatitis B virus core antigen seropositivity,#d53e4f
18966,European,1000.0,30053915.0,Scepanovic P,IgG levels,initial,2018-07-27,GCST006357,Other measurement,serum IgG measurement,#d53e4f
18967,European,1000.0,30053915.0,Scepanovic P,IgM levels,initial,2018-07-27,GCST006359,Other measurement,serum IgM measurement,#d53e4f
18968,European,1000.0,30053915.0,Scepanovic P,IgA levels,initial,2018-07-27,GCST006360,Other measurement,serum IgA measurement,#d53e4f
18969,European,1000.0,30053915.0,Scepanovic P,IgE levels,initial,2018-07-27,GCST006358,Other measurement,serum IgE measurement,#d53e4f
18970,European,347.0,30053915.0,Scepanovic P,Anti-cytomegalovirus IgG levels,initial,2018-07-27,GCST006344,Other measurement,Anti-cytomegalovirus IgG measurement,#d53e4f
18971,European,914.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus nuclear antigen (EBNA) IgG levels,initial,2018-07-27,GCST006361,Other measurement,Epstein Barr virus nuclear antigen 1 IgG measurement,#d53e4f
18972,European,956.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus viral capsid antigen (VCA) IgG levels,initial,2018-07-27,GCST006362,Other measurement,Epstein Barr viral capsid antigen IgG measurement,#d53e4f
18973,European,91.0,30053915.0,Scepanovic P,Anti-Epstein-Barr virus early antigen (EA) IgG levels,initial,2018-07-27,GCST006345,Other measurement,Anti-Epstein-Barr virus early antigen IgG measurement,#d53e4f
18974,European,645.0,30053915.0,Scepanovic P,Anti-herpes simplex virus 1 IgG levels,initial,2018-07-27,GCST006346,Other measurement,Anti-herpes simplex virus 1 IgG measurement,#d53e4f
18975,European,208.0,30053915.0,Scepanovic P,Anti-herpes simplex virus 2 IgG levels,initial,2018-07-27,GCST006347,Other measurement,Anti-herpes simplex virus 2 IgG measurement,#d53e4f
18976,European,931.0,30053915.0,Scepanovic P,Anti-varicella zoster virus IgG levels,initial,2018-07-27,GCST006348,Other measurement,Anti-varicella zoster virus IgG measurement,#d53e4f
18977,European,175.0,30053915.0,Scepanovic P,Anti-Helicobacter pylori IgG levels,initial,2018-07-27,GCST006363,Other measurement,anti-Heliobacter pylori serum IgG measurement,#d53e4f
18978,European,559.0,30053915.0,Scepanovic P,Anti-Toxoplasma gondii IgG levels,initial,2018-07-27,GCST006349,Other measurement,Anti-Toxoplasma gondii IgG measurement,#d53e4f
18979,European,777.0,30053915.0,Scepanovic P,Anti-influenza A virus IgG levels,initial,2018-07-27,GCST006350,Other measurement,Anti-influenza A virus IgG measurement,#d53e4f
18980,European,885.0,30053915.0,Scepanovic P,Anti-measles virus IgG levels,initial,2018-07-27,GCST006351,Other measurement,Anti-measles virus IgG measurement,#d53e4f
18981,European,912.0,30053915.0,Scepanovic P,Anti-mumps virus IgG levels,initial,2018-07-27,GCST006352,Other measurement,Anti-mumps virus IgG measurement,#d53e4f
18982,European,935.0,30053915.0,Scepanovic P,Anti-rubella virus IgG levels,initial,2018-07-27,GCST006353,Other measurement,Anti-rubella virus IgG measurement,#d53e4f
18983,European,508.0,30053915.0,Scepanovic P,Anti-hepatitis B virus surface antigen (HBs) IgG levels,initial,2018-07-27,GCST006354,Other measurement,Anti-hepatitis B virus surface antigen IgG measurement,#d53e4f
18984,European,15.0,30053915.0,Scepanovic P,Anti-hepatitis B virus core antigen (HBc) IgG levels,initial,2018-07-27,GCST006355,Other measurement,Anti-hepatitis B virus core antigen IgG measurement,#d53e4f
18985,European,445024.0,29970889.0,Day FR,Loneliness,initial,2018-07-03,GCST006923,Other measurement,loneliness measurement,#d53e4f
18986,European,288950.0,29970889.0,Day FR,Social isolation,initial,2018-07-03,GCST006918,Other measurement,social interaction measurement,#d53e4f
18987,European,302567.0,29970889.0,Day FR,Ability to confide in someone,initial,2018-07-03,GCST006919,Other measurement,social interaction measurement,#d53e4f
18988,European,452302.0,29970889.0,Day FR,Regular attendance at a gym or sports club,initial,2018-07-03,GCST006920,Other measurement,social interaction measurement,#d53e4f
18989,European,452302.0,29970889.0,Day FR,Regular attendance at a pub or social club,initial,2018-07-03,GCST006921,Other measurement,social interaction measurement,#d53e4f
18990,European,452302.0,29970889.0,Day FR,Regular attendance at a religious group,initial,2018-07-03,GCST006922,Other measurement,social interaction measurement,#d53e4f
18991,European,487647.0,29970889.0,Day FR,Loneliness (MTAG),initial,2018-07-03,GCST006924,Other measurement,loneliness measurement,#d53e4f
18992,European,1944.0,29898447.0,Alaraudanjoki VK,Erosive tooth wear (severe vs non-severe),initial,2018-06-13,GCST006218,Other measurement,erosive tooth wear measurement,#d53e4f
18993,European,1147.0,29898447.0,Alaraudanjoki VK,Erosive tooth wear (severe vs none or mild),initial,2018-06-13,GCST006226,Other measurement,erosive tooth wear measurement,#d53e4f
18994,African,1473.0,29868224.0,Sallah N,Epstein Barr virus nuclear antigen 1 IgG levels,initial,2017-11-27,GCST005963,Other measurement,Epstein Barr virus nuclear antigen 1 IgG measurement,#fc8d59
18995,European,2162.0,29868224.0,Sallah N,Epstein Barr virus nuclear antigen 1 IgG levels,initial,2017-11-27,GCST005963,Other measurement,Epstein Barr virus nuclear antigen 1 IgG measurement,#d53e4f
18996,African,1562.0,29868224.0,Sallah N,Epstein Barr virus nuclear antigen 1 IgG seropositivity,initial,2017-11-27,GCST005941,Other measurement,Epstein Barr virus nuclear antigen-1 seropositivity,#fc8d59
18997,African,1473.0,29868224.0,Sallah N,Viral capsid antigen IgG levels,initial,2017-11-27,GCST005942,Other measurement,Epstein Barr viral capsid antigen IgG measurement,#fc8d59
18998,African,1562.0,29868224.0,Sallah N,Viral capsid antigen IgG seropositivity,initial,2017-11-27,GCST005944,Other measurement,Epstein Barr viral capsid antigen seropositivity,#fc8d59
18999,African,1473.0,29868224.0,Sallah N,Epstein-Barr virus immune response (multivariate analysis),initial,2017-11-27,GCST005943,Other measurement,anti-Epstein Barr virus antibody measurement,#fc8d59
19000,Hispanic/Latin American,36.0,29855589.0,Chernus J,Velopharyngeal dysfunction,initial,2018-05-31,GCST006280,Other trait,velopharyngeal dysfunction,#807dba
19002,European,7647.0,29844224.0,Loomis SJ,Percent glycated albumin,initial,2018-05-29,GCST006057,Other measurement,percent glycated albumin,#d53e4f
19003,African,608.0,29844224.0,Loomis SJ,Percent glycated albumin,replication,2018-05-29,GCST006057,Other measurement,percent glycated albumin,#fc8d59
19004,European,1304.0,29844224.0,Loomis SJ,Percent glycated albumin,replication,2018-05-29,GCST006057,Other measurement,percent glycated albumin,#d53e4f
19005,African,2104.0,29844224.0,Loomis SJ,Percent glycated albumin,initial,2018-05-29,GCST006057,Other measurement,percent glycated albumin,#fc8d59
19006,European,7647.0,29844224.0,Loomis SJ,Total glycated albumin levels,initial,2018-05-29,GCST006058,Other measurement,total glycated albumin,#d53e4f
19007,African,2104.0,29844224.0,Loomis SJ,Total glycated albumin levels,initial,2018-05-29,GCST006058,Other measurement,total glycated albumin,#fc8d59
19008,European,7647.0,29844224.0,Loomis SJ,Fasting blood glucose,initial,2018-05-29,GCST006059,Other measurement,fasting blood glucose measurement,#d53e4f
19009,African,2104.0,29844224.0,Loomis SJ,Fasting blood glucose,initial,2018-05-29,GCST006059,Other measurement,fasting blood glucose measurement,#fc8d59
19010,African,2104.0,29844224.0,Loomis SJ,Hemoglobin A1c levels,initial,2018-05-29,GCST006060,Hematological measurement,hemoglobin A1 measurement,#fc8d59
19011,European,7647.0,29844224.0,Loomis SJ,Hemoglobin A1c levels,initial,2018-05-29,GCST006060,Hematological measurement,hemoglobin A1 measurement,#d53e4f
19012,African,2104.0,29844224.0,Loomis SJ,Fructosamine levels,initial,2018-05-29,GCST006056,Other measurement,fructosamine measurement,#fc8d59
19013,European,1304.0,29844224.0,Loomis SJ,Fructosamine levels,replication,2018-05-29,GCST006056,Other measurement,fructosamine measurement,#d53e4f
19014,European,7647.0,29844224.0,Loomis SJ,Fructosamine levels,initial,2018-05-29,GCST006056,Other measurement,fructosamine measurement,#d53e4f
19015,African,608.0,29844224.0,Loomis SJ,Fructosamine levels,replication,2018-05-29,GCST006056,Other measurement,fructosamine measurement,#fc8d59
19022,Asian,1621.0,29970928.0,Zhu Z,Short-term memory (digit-span task),initial,2018-07-03,GCST006253,Other measurement,memory performance,#3288bd
19023,Asian,2788.0,29970928.0,Zhu Z,Short-term memory (digit-span task),replication,2018-07-03,GCST006253,Other measurement,memory performance,#3288bd
19024,Asian,2790.0,29970928.0,Zhu Z,Short-term memory (visuospatial task),replication,2018-07-03,GCST006254,Other measurement,memory performance,#3288bd
19025,Asian,1623.0,29970928.0,Zhu Z,Short-term memory (visuospatial task),initial,2018-07-03,GCST006254,Other measurement,memory performance,#3288bd
19026,Asian,2790.0,29970928.0,Zhu Z,Short-term memory (shared component of digit-span and visuospatial tasks),replication,2018-07-03,GCST006255,Other measurement,memory performance,#3288bd
19027,Asian,1623.0,29970928.0,Zhu Z,Short-term memory (shared component of digit-span and visuospatial tasks),initial,2018-07-03,GCST006255,Other measurement,memory performance,#3288bd
19028,Asian,1862.0,29970928.0,Zhu Z,Long-term memory (delayed word recall task),replication,2018-07-03,GCST006256,Other measurement,word list delayed recall measurement,#3288bd
19029,Asian,1522.0,29970928.0,Zhu Z,Long-term memory (delayed word recall task),initial,2018-07-03,GCST006256,Other measurement,word list delayed recall measurement,#3288bd
19030,European,22745.0,30718321.0,Sanchez-Roige S,Sensation seeking,initial,2019-02-04,GCST007621,Other measurement,behavioural disinhibition measurement,#d53e4f
19031,European,21495.0,30718321.0,Sanchez-Roige S,Impulsivity,initial,2019-02-04,GCST007622,Other measurement,behavioural disinhibition measurement,#d53e4f
19032,European,22774.0,30718321.0,Sanchez-Roige S,Lack of premeditation,initial,2019-02-04,GCST007623,Other measurement,behavioural disinhibition measurement,#d53e4f
19033,European,22738.0,30718321.0,Sanchez-Roige S,Positive urgency,initial,2019-02-04,GCST007624,Other measurement,behavioural disinhibition measurement,#d53e4f
19034,European,22795.0,30718321.0,Sanchez-Roige S,Negative urgency,initial,2019-02-04,GCST007625,Other measurement,behavioural disinhibition measurement,#d53e4f
19035,European,22861.0,30718321.0,Sanchez-Roige S,Lack of perseverance,initial,2019-02-04,GCST007626,Other measurement,behavioural disinhibition measurement,#d53e4f
19036,European,21876.0,30718321.0,Sanchez-Roige S,Impulsivity (attentional),initial,2019-02-04,GCST007627,Other measurement,behavioural disinhibition measurement,#d53e4f
19037,European,21806.0,30718321.0,Sanchez-Roige S,Impulsivity (motor),initial,2019-02-04,GCST007628,Other measurement,behavioural disinhibition measurement,#d53e4f
19038,European,21786.0,30718321.0,Sanchez-Roige S,Impulsivity (non-planning),initial,2019-02-04,GCST007629,Other measurement,behavioural disinhibition measurement,#d53e4f
19039,European,22572.0,30718321.0,Sanchez-Roige S,Drug experimentation measurement,initial,2019-02-04,GCST007630,Other measurement,drug use measurement,#d53e4f
19040,African Am./Caribbean,1349.0,30694715.0,Sakornsakolpat P,Diffusing capacity of carbon monoxide,initial,2019-01-29,GCST007637,Other measurement,diffusing capacity of the lung for carbon monoxide,#fee08b
19041,European,5586.0,30694715.0,Sakornsakolpat P,Diffusing capacity of carbon monoxide,initial,2019-01-29,GCST007637,Other measurement,diffusing capacity of the lung for carbon monoxide,#d53e4f
19042,European,99057.0,30718454.0,Arnau-Soler A,Depressive symptoms,initial,2019-02-04,GCST007407,Other measurement,depressive symptom measurement,#d53e4f
19043,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms,initial,2019-02-04,GCST007407,Other measurement,depressive symptom measurement,#d53e4f
19044,European,99057.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (1df test),initial,2019-02-04,GCST007408,Other measurement,depressive symptom measurement,#d53e4f
19045,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (1df test),initial,2019-02-04,GCST007408,Other measurement,depressive symptom measurement,#d53e4f
19046,European,99057.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (1df test),initial,2019-02-04,GCST007408,Other measurement,stressful life event measurement,#d53e4f
19047,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (1df test),initial,2019-02-04,GCST007408,Other measurement,stressful life event measurement,#d53e4f
19048,European,99057.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (2df test),initial,2019-02-04,GCST007409,Other measurement,depressive symptom measurement,#d53e4f
19049,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (2df test),initial,2019-02-04,GCST007409,Other measurement,depressive symptom measurement,#d53e4f
19050,European,99057.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (2df test),initial,2019-02-04,GCST007409,Other measurement,stressful life event measurement,#d53e4f
19051,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x stressful life events interaction (2df test),initial,2019-02-04,GCST007409,Other measurement,stressful life event measurement,#d53e4f
19052,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x dependent stressful life events interaction (1df test),initial,2019-02-04,GCST007410,Other measurement,depressive symptom measurement,#d53e4f
19053,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x dependent stressful life events interaction (1df test),initial,2019-02-04,GCST007410,Other measurement,stressful life event measurement,#d53e4f
19054,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x dependent stressful life events interaction (2df test),initial,2019-02-04,GCST007411,Other measurement,depressive symptom measurement,#d53e4f
19055,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x dependent stressful life events interaction (2df test),initial,2019-02-04,GCST007411,Other measurement,stressful life event measurement,#d53e4f
19056,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x independent stressful life events interaction (1df test),initial,2019-02-04,GCST007412,Other measurement,depressive symptom measurement,#d53e4f
19057,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x independent stressful life events interaction (1df test),initial,2019-02-04,GCST007412,Other measurement,stressful life event measurement,#d53e4f
19058,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x independent stressful life events interaction (2df test),initial,2019-02-04,GCST007413,Other measurement,depressive symptom measurement,#d53e4f
